"","x","y","Total_Cu","Total_Fe","Total_Mn","Total_Zn","Total_Co","Total_Ni","Micronutrient","AMS_upland.micronutrient","AMS_upland.micronutrient_126","AMS_upland.micronutrient_370","AMS_paddy.micronutrient","AMS_paddy.micronutrient_126","AMS_paddy.micronutrient_370"
"25",-69.796706,-18.4578,24.958957,19161.712333,285.425144,83.79763,7.987076,8.465373,19572.346513,-1.88909566402435,1.87008774280548,1.85895490646362,NA,NA,NA
"26",-69.796706,-18.4578,23.533484,20776.442779,275.586552,78.790017,7.668773,9.146143,21171.167747,-1.88909566402435,1.87008774280548,1.85895490646362,NA,NA,NA
"27",-70.693103,-28.383275,55.123474,21508.266547,287.687763,38.709185,6.935485,7.624164,21904.346617,NA,NA,NA,NA,NA,NA
"28",-70.693103,-28.383275,91.9135,29126.815015,405.883892,75.319976,8.86006,7.610303,29716.402747,NA,NA,NA,NA,NA,NA
"29",-70.693103,-28.383275,43.990295,33648.785176,265.089905,68.368987,8.106154,3.649775,34037.990292,NA,NA,NA,NA,NA,NA
"30",-71.164756,-32.897283,115.123639,32641.89166,1104.313425,135.595854,18.071624,16.873431,34031.869635,NA,NA,NA,NA,NA,NA
"31",-71.164756,-32.897283,129.01054,39933.469612,1169.729436,167.162882,22.616297,20.454628,41442.443396,NA,NA,NA,NA,NA,NA
"32",-71.164756,-32.897283,201.438612,39570.654303,1452.813274,197.145067,22.868611,18.2622,41463.182066,NA,NA,NA,NA,NA,NA
"33",-70.963453,-33.382211,106.260338,42921.565466,714.117705,129.64155,15.610739,16.460413,43903.656212,NA,NA,NA,NA,NA,NA
"34",-70.963453,-33.382211,33.660154,17632.472655,311.733907,62.024463,7.341042,8.433419,18055.66564,NA,NA,NA,NA,NA,NA
"35",-70.963453,-33.382211,67.359334,35015.404342,635.55747,111.871149,14.201873,17.596624,35861.990794,NA,NA,NA,NA,NA,NA
